Number,Gender,NameSet,GivenName,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,TelephoneCountryCode,Birthday,Occupation,Company,BloodType,Centimeters
873,male,England/Wales,Nathan,Giles,"73 Collins Street","Inner Kaiti",4010,NathanGiles@armyspy.com,"(020) 4728-829",64,7/2/1991,"Telephone service representative",Newhair,A+,179
874,female,England/Wales,Bethany,Holmes,"108 Hayton Lane","Frankleigh Park",4310,BethanyHolmes@teleworm.us,"(028) 9436-596",64,7/23/1965,"Immunology technologist","Cloth World",O+,163
875,female,England/Wales,Charlie,Elliott,"7 Culzean Grove",Strandon,4312,CharlieElliott@rhyta.com,"(028) 8791-402",64,12/25/1942,"Press secretary",,B+,165
876,male,England/Wales,Aidan,Connolly,"8 Bronzewing Terrace",Meadowood,0632,AidanConnolly@fleckens.hu,"(026) 6937-918",64,7/3/1967,"Computer systems administrator","Rainbow Bay Crafts",O+,171
877,female,England/Wales,Maya,Gordon,"208 Bristol Lane","Taylor Pass",7201,MayaGordon@gustr.com,"(020) 7282-214",64,3/17/1988,"Revenue agent","Four Leaf Clover",O+,156
878,female,England/Wales,Emily,Duffy,"147 Mono Place",Ellerslie,1051,EmilyDuffy@dayrep.com,"(027) 3269-612",64,3/15/1956,"Geophysical prospecting surveyor",Libera,O+,163
879,male,England/Wales,Josh,Houghton,"206 Gaede Terrace","Henderson Valley",0612,JoshHoughton@rhyta.com,"(026) 7462-472",64,10/28/1998,Poet,"Country Club Markets",O+,186
880,male,England/Wales,Gabriel,Burton,"44 Sale Street","Onekawa Industrial",4110,GabrielBurton@einrot.com,"(026) 2015-909",64,4/22/1973,"Psychiatric technician","Morrison's Cafeteria",O+,177
881,male,England/Wales,Charlie,Gill,"198 Manukau Plaza",Wiri,2104,CharlieGill@jourrapide.com,"(026) 4216-387",64,11/1/1948,"Office administrator","Bay Furniture",B+,173
882,male,England/Wales,Toby,Nash,"4 Te Rere Pa Road",Waiotahi,3122,TobyNash@cuvox.de,"(022) 6167-892",64,7/30/1954,"Dressing room attendant","Coon Chicken Inn",A+,176
883,male,England/Wales,Henry,North,"200 Alberon Place",Parnell,1052,HenryNorth@cuvox.de,"(027) 2315-374",64,8/22/1953,"Food and beverage serving and related worker","Platinum Interior Design",O-,164
884,male,England/Wales,Kian,Forster,"216 Cotswolds Close",Okoia,4500,KianForster@rhyta.com,"(027) 0962-378",64,8/13/1946,"Support staff clerk",Sistemos,A+,183
885,female,England/Wales,Jade,May,"132 Sarajevo Place",Massey,0614,JadeMay@cuvox.de,"(020) 0215-961",64,10/22/1955,Photogrammetrist,Playworld,A+,172
886,male,England/Wales,Ethan,Summers,"230 Connolly Street",Gracefield,5010,EthanSummers@armyspy.com,"(029) 2794-864",64,3/6/1943,Caulker,"Home Quarters Warehouse",A-,168
887,male,England/Wales,Jonathan,Chadwick,"105 Takahe Terrace",Gore,9710,JonathanChadwick@jourrapide.com,"(028) 2687-661",64,6/22/2001,"Rental clerk","White Coffee Pot",O-,183
888,female,England/Wales,Caitlin,Whittaker,"174 MacDonald Street",Gisborne,4010,CaitlinWhittaker@cuvox.de,"(026) 6895-646",64,12/8/1969,"Plate finisher","Rite Solution",O+,156
889,female,England/Wales,Eloise,Nolan,"81 Linley Terrace",Tauranga,3110,EloiseNolan@armyspy.com,"(029) 8825-854",64,7/19/1984,"Personnel recruiter",Erlebacher's,O+,167
890,female,England/Wales,Kiera,Blake,"179 Tweed Street","Seaward Bush",9812,KieraBlake@teleworm.us,"(021) 2794-769",64,1/28/1943,Ophthalmologist,"Paul Harris",O+,155
891,female,England/Wales,Tia,Metcalfe,"209 Elisha Drive",Riverlands,7201,TiaMetcalfe@dayrep.com,"(021) 6058-798",64,6/5/2000,Biometrician,Isaly's,O+,175
892,female,England/Wales,Scarlett,Wyatt,"242 Miriana Street","Pyes Pa",3112,ScarlettWyatt@teleworm.us,"(026) 5152-348",64,6/8/1963,"Motion picture camera operator","Unity Stationers",A+,166
893,female,England/Wales,Amber,Burns,"28 Durham Street South",Linwood,8011,AmberBurns@superrito.com,"(021) 3851-429",64,10/5/1936,"Construction cost estimator","J. Brannam",O+,168
894,female,England/Wales,Zara,Brooks,"242 Dormar Place",Paparangi,6037,ZaraBrooks@cuvox.de,"(020) 2114-586",64,5/10/1986,"Theoretical chemist","Kinney Shoes",O-,157
895,female,England/Wales,Poppy,Wright,"9 Beach Street","Sunshine Bay",9300,PoppyWright@einrot.com,"(027) 2506-435",64,4/8/1963,"Physician assistant","Chess King",A+,171
896,male,England/Wales,Jacob,McLean,"42 Cobham Crescent",Kelston,0602,JacobMcLean@teleworm.us,"(029) 5051-883",64,1/27/1963,"Bus mechanic","Sears Homelife",B+,166
897,male,England/Wales,Edward,Dyer,"65 Dudley Place",Opoho,9010,EdwardDyer@rhyta.com,"(026) 4383-419",64,1/18/1947,"Astronautical engineer","Advansed Teksyztems",A+,174
898,female,England/Wales,Ellie,Bryan,"78 Tuatara Drive",Otangarei,0112,EllieBryan@cuvox.de,"(020) 5612-302",64,2/13/1983,"Information architect","S&W Cafeteria",O+,163
899,female,England/Wales,Morgan,Howell,"128 Shannon Street",Thorndon,6011,MorganHowell@rhyta.com,"(020) 2432-816",64,11/6/1973,Stereotyper,"AM/PM Camp",B+,157
900,female,England/Wales,Alice,Archer,"195 Ringwood Place",Wigram,8042,AliceArcher@gustr.com,"(020) 8639-332",64,7/10/1960,"Geotechnical engineer","Sounds of Soul Records & Tapes",O+,162
901,female,England/Wales,Eve,Wilkinson,"43 Woodham Place",Queenwood,3210,EveWilkinson@superrito.com,"(028) 1629-967",64,4/15/1980,Webmaster,Handyman,A-,173
902,male,England/Wales,Jack,Allen,"19 Coleridge Street",Normanby,9010,JackAllen@cuvox.de,"(026) 5794-886",64,2/1/1978,Oceanographer,"Multi Tech Development",A+,173
903,female,England/Wales,Emily,Harris,"26 Barnett Street","Te Aro",6011,EmilyHarris@rhyta.com,"(020) 9470-050",64,7/20/1956,"Certified respiratory therapist","Superior Interior Design",A-,165
904,male,England/Wales,Aidan,Perry,"139 Kilsythe Place",Burnside,8053,AidanPerry@einrot.com,"(028) 0058-805",64,9/7/1941,"Forensic technician","L' Fish",O+,163
905,female,England/Wales,Millie,Bryant,"168 Lancewood Place","Kowhai Park",4500,MillieBryant@einrot.com,"(028) 1109-264",64,10/11/2001,"Credit counselor","Central Hardware",AB+,152
906,female,England/Wales,Scarlett,Harper,"238 Kanuka Way",Pinehill,0632,ScarlettHarper@gustr.com,"(020) 3665-853",64,11/17/1962,"Independent agent","New World Realty",B+,169
907,male,England/Wales,Evan,Vaughan,"20 Damson Place","Eastern Beach",2012,EvanVaughan@einrot.com,"(026) 3441-868",64,6/3/1977,"Metalworking machine operator","Handy Andy",B+,183
908,female,England/Wales,Lola,Pollard,"7 Aotea Street",Vauxhall,9013,LolaPollard@cuvox.de,"(026) 3299-046",64,12/19/1962,"Title searcher","Sun Television and Appliances",A+,167
909,male,England/Wales,Charles,Macdonald,"6 Waipapa Road",Newtown,6021,CharlesMacdonald@fleckens.hu,"(026) 3778-040",64,11/16/1972,"Transit and railroad police","Incredible Universe",B+,176
910,female,England/Wales,Amelie,Townsend,"91 Cornwall Street",Parkvale,3112,AmelieTownsend@fleckens.hu,"(021) 2492-949",64,10/14/1973,"Closed captioner","Jack Lang",A+,153
911,male,England/Wales,Declan,Peters,"100 Anzac Drive",Shirley,8061,DeclanPeters@jourrapide.com,"(027) 7824-869",64,10/8/1990,"Payroll representative","Mr. AG's",B+,171
912,female,England/Wales,Scarlett,Mistry,"115 Elder Street","Dunedin North",9016,ScarlettMistry@cuvox.de,"(022) 3422-812",64,6/9/1936,"Public relations manager","Plan Future",O-,153
913,male,England/Wales,Luke,Skinner,"120 Sunrise Avenue","Mairangi Bay",0630,LukeSkinner@cuvox.de,"(020) 8909-211",64,10/31/1974,"Computer typesetter","Del Farm",O-,173
914,male,England/Wales,Lucas,Freeman,"58 Heritage Place","Terrace End",4410,LucasFreeman@dayrep.com,"(029) 7453-252",64,10/6/1978,"Broadcast captioner","Monk House Maker",O+,185
915,male,England/Wales,Joseph,Clements,"40 Dunrobin Place",Islington,8042,JosephClements@teleworm.us,"(021) 9773-054",64,3/4/1968,Hairdresser,Wag's,O+,180
916,female,England/Wales,Poppy,Sanderson,"167 Newstead Avenue",Torbay,0630,PoppySanderson@teleworm.us,"(020) 4583-908",64,4/30/1978,"Commodities trader",Titania,A+,168
917,female,England/Wales,Brooke,Berry,"143 Glenys Place",Sockburn,8042,BrookeBerry@cuvox.de,"(026) 5446-688",64,9/6/1995,"Personnel training officer","Rustler Steak House",A+,164
918,male,England/Wales,Alex,Farmer,"31 Montreal Road","The Wood",7010,AlexFarmer@dayrep.com,"(020) 7293-633",64,2/12/1981,"Coin, vending, and amusement machine servicer repairer",MegaSolutions,B+,185
919,female,England/Wales,Eloise,Naylor,"51 Grantlea Drive",Kensington,7910,EloiseNaylor@einrot.com,"(021) 8424-698",64,10/2/1965,"Aircraft electronic systems specialist","Team Electronics",A+,172
920,male,England/Wales,Luca,Kirk,"48 Sweetacres Drive",Normandale,5010,LucaKirk@armyspy.com,"(020) 4038-947",64,6/22/1981,"Electronic publisher","China Coast",O+,178
921,male,England/Wales,Aaron,Dickinson,"201 Lenox Grove",Glenside,6037,AaronDickinson@rhyta.com,"(022) 8289-598",64,8/25/1943,"Business management analyst","Matrix Design",A+,173
922,female,England/Wales,Megan,Rowe,"94 Otitori Bay Road",Huia,0604,MeganRowe@superrito.com,"(022) 0659-072",64,3/24/2001,"Rooms manager","Karl's Shoes",B+,171
923,female,England/Wales,Lydia,Atkinson,"171 Matawha Way","Motiti Island",3110,LydiaAtkinson@cuvox.de,"(026) 8724-209",64,11/22/1991,Compositor,"Country Club Markets",B+,168
924,male,England/Wales,Harvey,Dunn,"28 Pollock Road",Pukekohe,2120,HarveyDunn@rhyta.com,"(027) 3277-610",64,1/6/1968,"Precious stone and metal worker","Great Clothes",O+,178
925,male,England/Wales,Benjamin,Gallagher,"125 Hapimana Street","St Heliers",1071,BenjaminGallagher@cuvox.de,"(021) 9264-021",64,9/19/1954,"Shipping-and-receiving supervisor","Boys Markets",B-,163
926,male,England/Wales,John,Moran,"86 Pensilva Close",Mana,5026,JohnMoran@teleworm.us,"(027) 1313-088",64,1/25/1993,"Semiconductor assembler","Rolling Thunder",A+,179
927,female,England/Wales,Alicia,Barnett,"120 Arney Street",Dobson,7805,AliciaBarnett@teleworm.us,"(028) 9584-787",64,11/28/1972,"Oral and maxillofacial radiologist","Multi-Systems Merchant Services",O-,163
928,male,England/Wales,Ryan,Baxter,"208 Castlewold Drive",Bellevue,3110,RyanBaxter@dayrep.com,"(020) 1211-429",64,12/24/1980,"Extruding, forming, pressing, and compacting machine setter","Golden Joy",O+,184
929,male,England/Wales,Samuel,Walker,"106 Glen Cree Avenue","North Huntingdon",3210,SamuelWalker@armyspy.com,"(022) 0215-163",64,5/19/1938,"Appliance repairer","L' Fish",O-,179
930,male,England/Wales,Freddie,Macdonald,"229 Hillcrest Avenue",Tihoitonga,3015,FreddieMacdonald@fleckens.hu,"(026) 6610-639",64,4/28/1938,"Personnel administrator",Flexus,B+,181
931,female,England/Wales,Tegan,Holt,"135 Langston Avenue",Milson,4414,TeganHolt@rhyta.com,"(027) 6020-928",64,3/12/1994,Sewer,Fedco,AB+,165
932,female,England/Wales,Katherine,Ali,"27 Huarere Street",Ngapuna,3010,KatherineAli@jourrapide.com,"(022) 9052-058",64,6/6/1955,"Audio-visual collections specialist","The Flying Bear",O+,169
933,female,England/Wales,Courtney,Davis,"88 Manse Street",Heidelberg,9812,CourtneyDavis@cuvox.de,"(022) 9375-136",64,3/14/1960,"Diesel service mechanic","Harvest Foods",B+,164
934,female,England/Wales,Harriet,Coates,"124 Nepal Place",Russley,8053,HarrietCoates@einrot.com,"(026) 7712-776",64,11/4/1947,"Foreign language interpreter","Chess King",A+,160
935,male,England/Wales,Luke,Evans,"112 Beatrice Place",Maeroa,3200,LukeEvans@cuvox.de,"(027) 0239-021",64,6/9/1936,"Heat treating equipment setter","Kelsey's Neighbourhood Bar & Grill",B+,170
936,female,England/Wales,Paige,Connolly,"126 Simmental Crescent",Howick,2014,PaigeConnolly@jourrapide.com,"(021) 3034-003",64,11/15/1984,"Teletype operator","Funtown toys",O+,160
937,female,England/Wales,Molly,Coates,"129 Bowker Street",Seaview,7910,MollyCoates@rhyta.com,"(026) 8751-671",64,6/24/1955,"Maintenance machinist",Benesome,O+,163
938,female,England/Wales,Ellie,Leonard,"124 Thirlmere Lane",Westmorland,8025,EllieLeonard@einrot.com,"(027) 8175-297",64,1/12/1987,"Banker investigator","Incredible Universe",A+,154
939,male,England/Wales,Cameron,Holloway,"194 Lucerne Place",Maungatapu,3112,CameronHolloway@teleworm.us,"(026) 6892-844",64,2/15/1941,"Mail sorter","Cherry & Webb",A+,180
940,female,England/Wales,Phoebe,Spencer,"129 Brois Street","New Plymouth Central",4310,PhoebeSpencer@teleworm.us,"(028) 1828-228",64,4/25/1978,"Computer clerk","Bugle Boy",B+,154
941,female,England/Wales,Tilly,Kemp,"19 Harington Point Road","Macandrew Bay",9014,TillyKemp@gustr.com,"(028) 1771-928",64,7/20/1963,"Railroad conductor","Starship Tapes & Records",A+,166
942,female,England/Wales,Sofia,Faulkner,"169 Alfriston Road",Manukau,2016,SofiaFaulkner@cuvox.de,"(028) 1975-663",64,11/26/1987,"Account collector","Dun Rite Lawn Maintenance",B+,159
943,female,England/Wales,Amber,Bishop,"248 Stonelaw Terrace","Maori Hill",9010,AmberBishop@armyspy.com,"(029) 8174-651",64,1/28/1994,"Title examiner","Harmony House",O+,164
944,female,England/Wales,Eleanor,Sanders,"227 Weggery Drive","Waikanae Beach",5036,EleanorSanders@fleckens.hu,"(020) 6236-376",64,5/15/1975,"Food batchmaker","Wilson's Jewelers",A+,168
945,female,England/Wales,Poppy,Godfrey,"13 Walker Street",Linwood,8011,PoppyGodfrey@armyspy.com,"(020) 3059-372",64,2/27/1976,"Museum director",Sistemos,B+,159
946,female,England/Wales,Sarah,Morgan,"2 Doone Street",Blagdon,4310,SarahMorgan@dayrep.com,"(020) 5130-445",64,4/5/1977,"Cooking instructor","Crandall's Fine Furniture",A+,173
947,female,England/Wales,Kiera,Doyle,"86 Morgan Avenue","Hospital Hill",4110,KieraDoyle@teleworm.us,"(022) 0038-670",64,1/16/1989,"Business support assistant","Universal Design Partners",O+,169
948,male,England/Wales,Christopher,Leonard,"113 Waipani Road","Te Atatu South",0610,ChristopherLeonard@gustr.com,"(020) 2088-240",64,7/14/1970,"Human service worker","Expo Superstore",AB+,183
949,female,England/Wales,Hannah,Burton,"155 Ranfurly Street","Te Ore Ore",5810,HannahBurton@rhyta.com,"(026) 7660-009",64,5/6/1986,"Purchasing manager","Total Serve",O+,175
950,female,England/Wales,Maddison,Wall,"5 Anvil Road","Red Beach",0932,MaddisonWall@superrito.com,"(029) 8593-762",64,10/4/1965,Paraprofessional,"Stop and Shop",A+,154
951,female,England/Wales,Eleanor,Chadwick,"235 Shanel Place",Kihikihi,3800,EleanorChadwick@dayrep.com,"(027) 7721-819",64,4/24/2001,"Admissions director","Asian Fusion",AB+,169
952,male,England/Wales,Bradley,White,"11 Ann Street",Matokitoki,4010,BradleyWhite@fleckens.hu,"(028) 4050-835",64,9/17/1950,"Land agent",Capitalcorp,B+,175
953,male,England/Wales,Joseph,Mills,"100 Norwood Street",Rockdale,9812,JosephMills@cuvox.de,"(021) 8826-477",64,9/15/1964,"File clerk","Jay Jacobs",O+,178
954,male,England/Wales,Corey,Duncan,"150 Vaughan Road Extension",Victoria,3010,CoreyDuncan@rhyta.com,"(028) 2604-716",64,6/14/1950,"Dental laboratory technician","Source Club",B+,180
955,female,England/Wales,Amelia,Gibbons,"126 Alt Street","Oamaru Central",9400,AmeliaGibbons@dayrep.com,"(027) 5380-659",64,1/25/1996,"Rolling machine tender","Red Fox Tavern",B+,166
956,male,England/Wales,Jay,Wilson,"38 Ridge Valley Drive",Waiake,0630,JayWilson@jourrapide.com,"(020) 3847-143",64,1/30/1958,Paymaster,"Central Hardware",A+,185
957,male,England/Wales,Tom,Harris,"227 Riverside Road","Kelvin Heights",9300,TomHarris@gustr.com,"(022) 5327-190",64,1/7/1979,"Coin, vending, and amusement machine servicer","The Jolly Farmer",AB+,185
958,female,England/Wales,Jasmine,Haynes,"133 Sinclair Street",Poike,3112,JasmineHaynes@jourrapide.com,"(026) 4945-930",64,6/4/1978,"Mechanical inspector","Wickes Furniture",A+,170
959,male,England/Wales,Peter,Griffin,"151 Brent Lane",Kaitaia,0410,PeterGriffin@cuvox.de,"(028) 3646-676",64,11/4/1963,"Earth driller","PriceRite Warehouse Club",O+,177
960,male,England/Wales,Declan,Cooper,"21 Chestnut Place",Lynmore,3010,DeclanCooper@fleckens.hu,"(022) 1801-714",64,6/20/1974,Correspondent,"ABCO Foods",A-,181
961,male,England/Wales,Charles,Chamberlain,"155 Hemsworth Mews",Redwood,8051,CharlesChamberlain@rhyta.com,"(021) 3970-767",64,4/6/1977,"Staff development specialist","Quality Realty Service",O+,171
962,male,England/Wales,Alfie,Farmer,"189 Walton Avenue","Waikanae Beach",5036,AlfieFarmer@dayrep.com,"(020) 6635-243",64,9/9/1995,"Career counselor","Casa Bonita",O+,181
963,male,England/Wales,Louis,Davison,"149 Kaka Street",Maungatapu,3112,LouisDavison@gustr.com,"(027) 9562-977",64,12/12/1981,"Lathe and turning machine tool operator","Whitlocks Auto Supply",A+,184
964,female,England/Wales,Lily,Lowe,"49 Albert Street",Berhampore,6023,LilyLowe@gustr.com,"(029) 3782-638",64,2/28/1985,"Keypunch technician","Custom Lawn Service",AB+,157
965,female,England/Wales,Ellie,Coles,"157 Hutson Street","Port Nelson",7010,EllieColes@armyspy.com,"(029) 9327-885",64,8/17/1948,"Edition binding worker",Hechinger,O+,154
966,male,England/Wales,Finlay,Burgess,"70 Cheviot Street",Somerfield,8024,FinlayBurgess@gustr.com,"(021) 7253-236",64,7/25/1952,"Railroad signal operator","Henry's Hamburgers",B+,172
967,male,England/Wales,Jack,Lewis,"108 Ventura Avenue",Trentham,5018,JackLewis@dayrep.com,"(028) 4673-163",64,8/6/1966,"Administrative services manager",Adapt,O-,167
968,male,England/Wales,Jayden,Thompson,"104 Craig Place",Belfast,8051,JaydenThompson@fleckens.hu,"(027) 6085-766",64,8/7/1936,"Auto damage appraiser","Sunflower Market",O+,182
969,male,England/Wales,Joshua,Chambers,"213 Karo Place","Lower Moutere",7120,JoshuaChambers@armyspy.com,"(020) 7418-368",64,2/6/1963,"Material scheduling","Source Club",AB+,168
970,female,England/Wales,Charlie,Green,"231 Belvedere Road",Newtown,6021,CharlieGreen@superrito.com,"(020) 1444-617",64,4/2/1985,"Chemical plant and system operator","Rossi Auto Parts",O+,171
971,male,England/Wales,Freddie,Davidson,"94 Bretby Crescent",Vogeltown,6021,FreddieDavidson@einrot.com,"(027) 4176-888",64,11/20/1952,"Dispensing optician","Kohl's Food Stores",O+,171
972,female,England/Wales,Demi,Rahman,"154 Tudor Place","Kawaha Point",3010,DemiRahman@superrito.com,"(022) 6806-432",64,2/21/1940,"Aircraft systems assembler","Dubrow's Cafeteria",A+,157
973,male,England/Wales,Harrison,Cooper,"82 Taraire Street",Onetangi,1081,HarrisonCooper@cuvox.de,"(029) 2271-774",64,5/10/1944,Janitor,Jacobs,A+,177
974,female,England/Wales,Mollie,Jones,"167 Framalda Place",Takanini,2112,MollieJones@superrito.com,"(022) 2267-921",64,9/22/1981,"Financial investigator",Monlinks,B+,163
975,female,England/Wales,Lily,Sutton,"56 Sharkey Street",Wiri,2104,LilySutton@gustr.com,"(020) 8571-769",64,6/29/1964,"Coil winder",Tweeter,A+,164
976,male,England/Wales,Daniel,Coleman,"160 William Pickering Drive",Greenhithe,0632,DanielColeman@teleworm.us,"(026) 9675-382",64,2/27/1954,"Fast-food cook","Smitty's Marketplace",B+,184
977,male,England/Wales,Joel,Holmes,"218 Gilbert Court",Rototuna,3210,JoelHolmes@einrot.com,"(027) 9489-051",64,5/3/1972,"Electronic home entertainment equipment installer","Sun Television and Appliances",B+,187
978,male,England/Wales,Jay,Oliver,"236 McClintock Lane",Yaldhurst,8042,JayOliver@rhyta.com,"(027) 8021-595",64,5/10/1946,"Electronic publishing specialist","I. Magnin",B+,168
979,male,England/Wales,Oscar,Connor,"106 Waikare Place",Parkvale,3112,OscarConnor@einrot.com,"(028) 6174-244",64,4/9/1964,"Employment service specialist","Mars Music",B+,178
980,female,England/Wales,Maddison,Thomson,"149 Saltash Street","Upper Vogeltown",4310,MaddisonThomson@dayrep.com,"(028) 3416-880",64,7/6/1996,"Computer programmer",Tianguis,O+,162
981,female,England/Wales,Emily,Black,"49 O'Grady Street","South Beach",7805,EmilyBlack@jourrapide.com,"(020) 6541-147",64,1/13/1976,"Payroll assistant","Rogersound Labs",A+,167
982,male,England/Wales,Ethan,Akhtar,"63 Jane Cowie Avenue",Otahuhu,1062,EthanAkhtar@cuvox.de,"(021) 2627-776",64,11/4/1946,Slaughterer,"Parts America",O-,174
983,male,England/Wales,Harley,Clements,"45 Te Motu Road",Plimmerton,5026,HarleyClements@cuvox.de,"(026) 0674-242",64,8/13/1945,"Full-charge bookkeeper",Sambo's,A-,170
984,female,England/Wales,Abby,Holland,"48 Belgrave Place",Jervoistown,4112,AbbyHolland@cuvox.de,"(022) 4175-976",64,9/4/1986,"Air-conditioning mechanic","Gas Zone",O-,172
